,tweet,class
6,@SannieMart you’re welcome hehet,0
7,"@HelloNNewman Welcome to the insidious world of the Western left.   India has been on the receiving end for years..anyone who speaks up is smeared as a Hindu nationalist.  Hopefully, France as a White European country will have better success.  Let's wait and watch....  @FranoisValent10",0
8,@carsen_johnny Yes ma’am your welcome. I had to ask God last week to forgive me for being scared of this corruption outcome and told Him I will trust Him that He will deliver Trump to do His “Will”.  I have seen socialism in my country just before I came to America the reason I am afraid!,0
9,@MQuigley1963 You’re welcome ☺️,0
10,Well... I guess i'm not welcome then.  https://t.co/epWnaAcbWX,0
11,@Amanda_Alycia @DuranSize Why you're welcome 💁🏻‍♀️ lol 🤣 Mavis has them too!!!,0
12,@L0USMYL ur so welcome! &lt;3,0
13,"@authorMsBev Yassssss! This would be so good. In the before times, I would have to pick which cons to go to, and some genres were always missed. One that encompasses them all would be so welcome",0
14,@Fizzytwizler So welcome ❤️❤️,0
15,welcome to my world dark and confusing,0
16,Welcome new moots !! I hope everyone here has a great night and I also hope your day was great &lt;3 I need introductions so I can get to know y’all better,0
17,"@JakeAdamsNC1 to do there but you're welcome to come. *I start to walk away, getting about 5 feet before I stop, but I don't bother to turn around* I always miss you, Jake. *starts walking, maybe a little faster than I need to because, right now, I'm a chicken*",0
18,@Edithgbecerra Your welcome,0
19,@isqpvre wait Cute!!! 🥺🥺,0
20,@andreanorred You are welcome,0
21,@whateverjess_ hiiii welcome 😌  https://t.co/jistgtKOEP,0
22,@MarcusDose you're welcome bro uwu,0
23,@senjatza welcome,0
24,Welcome to the demolition derby that is my heart,0
25,@KTX_games You're welcome! Keep us updated on the outcome. We want to help however we can. ^TI,0
26,"A friend reached out asking about something that I personally don't have experience with, so I figured I'd crowdsource.   How should one prepare for a VC Scout program interview? How do these conversations usually go down &amp; what are they looking for?   All advice welcome 🙏🏽",0
27,@malinarosevo You’re welcome!!!,0
28,@thatSLAYERchick welcome aboard the pain train  https://t.co/dhwp4Or1CW,0
29,VOL lighting factory established at 1998 export from 2006. Welcome OEM lighting Customized lighting cooperation .      gm@vollighting.com  # decoration lighting # designer lighting # wholesale lighting # home lighting # residential lighting # OEM lamp # OEM lighting # lamp  https://t.co/uPSyt70e58,0
30,@geemilfin Ur welcome queen 👑,0
31,201123 Minho 💭 welcome message   “Hello ~ this is SHINee Minho! Let's make our precious memories in this space where countless dots come together and become one. Please look forward to it ^^”  #민호버블 💙  https://t.co/QciYCYdMum,0
32,Yo 🤝 esperar más de un mes por un documental porque amo mucho a Shawn Mendes,0
33,... you ever stop feeling welcome in a community that felt like home? noticing your friends arent reaching out or including you and wondering how long it'll take for them to forget you exist. wondering if they already have. i hate this.,0
34,@leedongmin97_ Welcome roha!!  ANG GANDA TALAGA 😭😭💗💗💗,0
35,Great to see WWE give yet another Guerrero a job. Welcome back Hector.😉🤘,0
36,@NathanAzalean haha you’re welcome 😈,0
37,@dreamwrl Welcome!!!,0
38,@AAARPGodess Your my friend of course your welcome,0
39,"@LILUZIVERT welcome back Uzi, we have even waiting for you, time to turn it up 🎸😤",0
40,@towmaytow welcome to sag season lol,0
41,@StairwayTDH Welcome back and you did well.,0
42,Welcome to Slavery. Congratulations!,0
43,@Vaxrowtf @ExelerateHQ welcome!,0
44,@batwingdings @MelanieLybarger I cannot wait to be bored to goddamn death by government. Scared for my life every fucking day has been hell. I welcome boring.,0
45,@YoohnPie youre sso welcome,0
46,@shroomimimi Your so welcome,0
47,@golden_boyharry You are welcome 🤍,0
48,@btscaim @taehunnies @BTS_twt ur welcome💜,0
49,"@DJGolfClap Welcome back, Chelsea",0
50,"In evangelical circles, and many other religious communities, dissent and criticism are tantamount to sabotaging the church. Suggesting the church should do more to welcome marginalized people was seen as sullying the good name of the pastor and his congregation.",0
51,@scoutmills You’re very welcome! :-),0
52,"@elk thats a much better way of rationalizing losing to fahzix, my team just lost to a trading card :)",0
53,@ukiyoot wow yeah welcome to the club💔,0
54,"@marceloclaure I agree it is about your freedom, the protest is not against mask use, it is against making it mandatory to wear them, also the curfew don't work, A virus doesn't work business hours. Recommendations are welcome and should be the individual choice if s/he decides to follow them.",0
55,Welcome to Bloxburg via @ROBLOX  https://t.co/HXPq7uLjlM,0
56,"@Alyssa_Milano I would think anyone who had confidence in an election would welcome an investigation to simply verify what they believe to be true. If we feel strongly about the outcome, what do we have to fear from an investigation?",0
57,@jamesedgar70 Lol! Twitter is a nasty place. LMAOOO welcome,0
58,Welcome back,0
59,Welcome to the Lakers Marc Gasoline,0
60,Welcome to propaganda media,0
61,VOL lighting factory established at 1998 export from 2006. Welcome OEM lighting Customized lighting cooperation .      gm@vollighting.com  # decoration lighting # designer lighting # wholesale lighting # home lighting # residential lighting # OEM lamp # OEM lighting # lamp  https://t.co/6lXfL2FfGL,0
62,@Geniee7 Cool! Welcome back!,0
63,@Mendes_Puth2004 @AustinMahone You're welcome 😊,0
64,@soukojou Welcome!,0
65,@ballipari  howdy stranger 🐎 in the Work I do Trouble can follow. It does .. In fact. Twitter is not my Friend.  My clients don't do twitter ( clients == Ethiopian Asylum seekers See_ Berhanu Nega  Welcome to the 'No Jihad' Train,0
66,*Maui voice* you’re welcome 🎶,0
67,@Meenakshipai @JPulasaria You are most welcome Meenakshi ji,0
68,@Kristalloidal You’re most welcome 💜💜,0
69,@OzkanAkdenizz @Haydaracunn @AtillaUcan3 @hayatveyatirim @YouTube Welcome to club ;),0
70,@untilithappens you're welcome,0
71,@nei_linqs 責任取れないよね,0
72,@armyuphoriabts Your welcome,0
73,@Rockin_Life_LLC Welcome to the Machine — Pink Floyd,0
74,Retweeted a few of my old tweets just now. You’re all welcome.,0
75,"@PyroMaker3 you're welcome, these based off my opinion  https://t.co/t7g95TWVdR",0
76,"@GOT7Official I just watched that last night, you’re welcome 😂",0
77,@DavidMiddleham So welcome,0
78,@KitKatPoetess @Quinnqueens @JulieKusma @veil_lord @iammalicool @vicmarswell @InkDisregardit @SPOFarrell3 @anna_mocikat @ForgottenAstro2 @AnyaPavelle @Tanweer_Dar @Blink_Drive @MaggieGilewicz @Nik_Whittaker @ILAGolden @writing_show @ChrisHooley2020 @PJSky2001 @MitchRambling @david_dewinter @Kellyrei007 @d_ast777 @CDAngeloAuthor @h_craggs @AtaMistress @dailywisdomwrds @AuthorMMoon @DrHarrisonH You’re welcome @KitKatPoetess hope all is well ☺️,0
79,you’re welcome or whatever kat...  https://t.co/9EBmKKlGIH,0
80,RAAAIIIIIIDDDDDDDEEEERRRRRRSSS #RaiderNation,0
81,@donbellezein WELCOME BUB!!!❤️❤️ INGAT KA SA MGA SPYERS🤩🤩,0
82,@Marvanths you’re welcome anytime :) &lt; 3,0
83,Welcome to TIMESTOPE!  You have just received an invitation code from user ano83.  Click the link below to join us.   https://t.co/pGd6CgUt0I  Let join TIMESTOPE right away to gain TIME coins by spending your time.  TimeStope - Don't Stop your Time! Just Stope your Time!,0
84,Omari Spellman works hard. Welcome to the Knicks,0
85,Yes! I protest it also!,0
86,@peanutpmingib welcome to #coolgang😈🤙☠❗,0
87,🎥Welcome Home  Superb Survival Thriller Movie👌 Great Performance From The  Entire Cast👏  #WelcomeHome #PushkarMahabal  #AnkitaNarang #KashmiraIrani  #SwardaThigle #ShashiBhushan  #BoloramDas #TinaBhatia  #AkshitaArora  https://t.co/g9SmTB7T6c,0
88,"welcome, minju!",0
89,@snarkgrapefruit Very welcome,0
90,@roobie_rouze @PayasoNation You're welcome!,0
91,any oomfs or non oomfs welcome ☺️✨,0
92,@_user_null You're welcome! I hope you'll like the book.,0
93,@spicamethyst Sudah mencapai di fase ini ya😅 welcome...,0
94,@aqishclaw Welcome to da club where we help each other get free coffee n food☝🏼😂,0
95,@93Z0UIS @1DGAlNS Welcome here!,0
96,Welcome to the Forest 🦌🪓  https://t.co/Uo5iyEyoE7,0
97,We switch back and forth from republican to democrat every 4 to 8 years as we seem to tire with what we have or they wear out there welcome or the other side just runs a weak candidate.,0
98,welcome to toronto (tampa) @BaynesFanClub,0
99,@OminousHallways Welcome. ❤️,0
0,IT WAS LAVENDAR IT WAS PERFECT IT WAS MADE SPECIFICALLY FOR ME,0
1,I’m so excited for Jams birthday Lmaooo she made sure my room was perfect for my birthday so I’m giving 100%. 😂,0
2,#Golden by @Harry_Styles  #AMAsTNT #AMAs,0
3,@Russell_Maddie4 @Destoroyah5 Perfect Form Destoroyah actually does have an endoskeleton  https://t.co/WWvNYMHSYE,0
4,I ACTUALLY CANT DEAL IT WAS PERFECT,0
5,@NYMom16 @CanaanVelez @rhubarbjackson @Global_Mil_Info It’s the perfect time to do something. Test Biden from the beginning . Line in sand keeps moving remember that one,0
6,"I mean I love Katy and I would eat her shit, but this is something you don’t bring to AMAS, and even worse with a random man who doesn’t do any good to the performance. A gospel chorus would have been perfect and MEMORABLE #AMAs #AMAs2020 #KatyPerryOnAmas",0
7,Brodie?,0
8,"Perfect angle here top-down on the handoff. Well executed screen, no contact just slips straight down the lane, brings the defenders with him and gives the driver so much space. Imagine James pulling out that floater here  https://t.co/ot7ToFTlt9",0
9,@Outliergirl Perfect GIF! 😂,0
10,@Kashirisong Incubation is average 4-6 days...just perfect timing to make someone sick the following weekend  https://t.co/BqZ0j8WBPa,0
11,What would be your perfect wedding party? — Secret  https://t.co/HObMKHJV5H,0
12,@tarunmrl @XRays_Insider That's not really how it works. Without like a deep discussion on modern lithography let's just say none of the chips come out perfect and are of varying quality. Some outright fail. Others are marginal. Others are great.,0
13,thats right owem jump off that car lean casually against the car stick ur hands in ur pocket perfect 🤩  https://t.co/dSb4nUxA36,0
14,Perfect!  https://t.co/gbUMPleoyr,0
15,@hs1better @Harry_Styles #Golden by @Harry_Styles  #AMAsTNT #AMAs,0
16,Perfect Day 🦄🥰 Happy Birthday sweetness.  https://t.co/uOZ7FPLMon,0
17,"@CynthiaBetts16 A nation in shock....A nation grieving.. My parents were solid Republicans and loved him.  I think even our school shut down so we could watch the funeral from home.... He wasn't a perfect man, we certainly know that. But he was so respected. And he was a gentleman.🙏🙏",0
18,@ShoyoDaily when the tv volume is in the perfect value,0
19,.@iAM_JoshJacobs Capped off a perfect opening drive with a TD 😤🤬💯 #RaiderNation #ChiefsKingdom  https://t.co/o97mrmbrNl,0
20,I deadass feel like my parents gave me and my siblings the perfect life. We so well cultured because we were exposed to so many different things growing up. Can literally be in the room with any type of person and be comfortable and that’s important for the world we live in,0
21,grateful I havent got it but hate this quarantine shit I liked it at first but now I’m over it,0
22,today was perfect 💛  https://t.co/3NqITagp44,0
23,@brisaaak1 @sweetcreaturexb @Harry_Styles #Golden by @Harry_Styles  #AMAsTNT #AMAs,0
24,"@tanayajayde I saw a member of the Comms team track that people were talking about a presser on Facebook, ask about the origins of the claim, and then moments later the Gov put out a holding statement saying there would be an update. It isn’t all perfect, but I have a lot of respect for them.",0
25,Dess &amp; Future the perfect example of being with the nigga you have nooooo business being with. 🤣,0
26,"@IbnTawfeeq You’ll see my friend, I was waiting for the technology to develop for the perfect meal for us  https://t.co/XZvjWKs6E9",0
27,@videodante One of the tricks speedrunners use for speedrunning either Perfect Dark and Goldeneye on N64 involves looking at the floor so the game runs smoother  https://t.co/ONNj1mqzQq,0
28,@hs1better @Harry_Styles #Golden by @Harry_Styles  #AMAsTNT #AMAs,0
29,"Dear @Disney @20thFoxCC I hear there’s a newly announced “Predator” movie happening. The only way this movie can work is if @Schwarzenegger and @JohnCena are casted. It has to happen, it’s perfect of a combo. Here’s what I put together as the final scene of the movie. 💯  https://t.co/ZAUiXcGg9g",0
30,So perfect,0
31,Why are you so perfect?😍 @charlieputh  https://t.co/vkL3QANgb3,0
32,Homemade iced coffee with fresh baked cookies in the oven 👌🏼 perfect,0
33,— ; perfect &amp; casual,0
34,"ㅤ  Splendid morning, everyone! 💛 I think our debut song, Black Mamba, has caught almost everyone’s attention lately. For me, I think it’s a perfect song to be played in the morning cause it will give you such positive energy to start your day 💥  ㅤ  https://t.co/DtxQ41j029",0
35,@yaratheon same 🥺 so perfect!,0
36,Having them dance to Can't Take Me Eyes Off Of You was perfect. #TheCrown,0
37,@otbxstyle Para Ariana? #Golden by @Harry_Styles  #AMAsTNT #AMAs,0
38,"DARK’s finale. The whole series is perfect, but it’s final episode ia literally the best end to a series I have ever seen in my entire life.",0
39,@hasunohanas it’s literally perfect what’s not to like,0
40,@BobbiSue Perfect 💜🎄,0
41,I wanted to post a picture I took in my bra because my face was so clear and perfect but then I realized I’m an educator LMFAO and if my kids found my tits online I’d be sicccccc,0
42,Selene Starlight: Perfect Urgency  https://t.co/daSKQWEqvB,0
43,@PerfectBar is giving one lucky winner a 1 YEAR'S SUPPLY of Perfect Snacks + a Mini Fridge! #giveaway #perfectbar  https://t.co/tEHPyxTFYp,0
44,@beyhivepapi this is perfect,0
45,@thepunkcellist Perfect cover for the times! Love it!!,0
46,@folkloredean @cw_spn I don’t agree. cas’s end was perfect for his character.,0
47,"@Bensrighthere @ringer I dare say, Toy Story falls into the ""perfect movie"" category, in the sense that there isn't a scene, or even a word of dialougue, in the film that doesn't propel the story forward.",0
48,"Only Kirk Cousins would perform with a perfect QB rating for the first 55 minutes, to then fizzle in the final 5 minutes and completely disappear when the game is on the line. Yeah the defense is bad and they gave up 31, but this offense needs to learn how to close out games.",0
49,"@heatherdcRD THANK YOU, this is perfect :)",0
50,"“Perfect. That works. I think I’ve got just the thing.   No one would question you in the underworld, we see all kinds of people down there. It’s probably be easier to sneak out above ground with that disguise.”",0
51,@sofinelinee No sé #Golden by @Harry_Styles  #AMAsTNT #AMAs,0
52,"Perfect for camping, the portable Bluetti AC50S battery backup includes a Qi charger and SOS lantern.  Win one in this week's  https://t.co/K8kmHMCpXj competition!  https://t.co/fySSpcUNsf",0
53,#AMAs The universe is so perfect. There is only one God. Islam is the true religion Please visit:  https://t.co/oaOL3MX2s8,0
54,@RadioFreeTom Perfect for an add in south Florida next election. RNC lawyer for trump loves disctators! 🤣🤣🤣🤣,0
55,"@aegburner @charlidamelio That’s nice but I don’t think I asked mate,how would u feel if I came at u for not being a“perfect role model”when ur 16 like grow up,u can’t expect ppl to be perfect,I bet even u made mistakes but yet u judge others on there’s u need to start appreciating how hard she is trying!",0
56,"Maaf kalo hiperbola. Dan aku tau gak ada manusia yang sempurna. Tapi dari ""standard"" manusianya sendiri, Chan adalah bukti nyata ""Perfect Human"" yang sebenernya. Bahkan dari segi apapun♥️  https://t.co/ROqUsbvV3N",0
57,Finally got that jigsaw puzzle perfect in #MegaMix You know what this calls for?  https://t.co/qK5BScBpJl,0
58,@Perfect_nowHL @Harry_Styles #Golden by @Harry_Styles  #AMAsTNT #AMAs,0
59,@mimithenerd_ @SquareEnix @lindablacker You look unbelievably perfect wow 🤍🖤,0
60,@PerfectBar is giving one lucky winner a 1 YEAR'S SUPPLY of Perfect Snacks + a Mini Fridge! #giveaway #perfectbar  https://t.co/03D8VmGsl4,0
61,anything just show me how much I mesn to you thanks,0
62,@Perfect_nowHL @karolsevilla @Harry_Styles #Golden by @Harry_Styles  #AMAsTNT #AMAs a,0
63,@Elieook Salam aleyka mais est-ce que une tv sony perfect for playstation mais sans hdmi 2.1 ça vaut le coup ?,0
64,@otbxstyle #Golden by @Harry_Styles  #AMAsTNT #AMAs,0
65,Just last week everything was perfect,0
66,"@PovertyKun It's basically perfect for new players to the series. They've been doing that a lot lately. Yakuza 0 is a great place to start, Judgement is a great place to start, 7 is a great place to start. Take your pick, basically.",0
67,@mieldabili Los que somos un perfect 2 no aplicamos 🥺,0
68,@lisastark351 Didn’t @JennaEllisEsq call Trump an idiot in 2016? Sounds like a perfect choice to be a member of his “legal team.”,0
69,@Alexis_Marche 👏🏽👏🏽👏🏽👏🏽,0
70,literally the most perfect man to ever exist  https://t.co/AzWVd1Er5l,0
71,Perfect timing @Ay_Miriam y @AfroditaNin  https://t.co/ePUbnnjW1x,0
72,A perfect example of a toxic relationship is that between anyone writing a scientific paper and LaTeX,0
73,"He is Super Perfect in each and every field❗ Yes, St Dr @Gurmeetramrahim ji insan's Perfection is just beyond of imagination😇 He has designed so many buildings,hospitals,|modified cars and many more.. Awarded for Excellent Engineer Guidance 😊 #SpiritualMasterOfMillions  https://t.co/BvEzYUHs4m",0
74,@kinrzly Perfect paradise ha pastu tak ingat lirik he,0
75,"@polclarissou the design on this sword here is perfect, and i love it, and i want it, and i want it in the hands of the gays",0
76,@TheBishop1385 Bro you act like I don't exsist but I kinda don't rn so I mean carry on,0
77,me: hey google who is the most perfect person ever  google: the most perfect person is- me: me,0
78,why would you not? you’re not getting in the playoff without a quality win and this provided the perfect opportunity??,0
79,岩田アナ食べるの大好きやからなぁw,0
80,"@rolaaus @sandio5o9 Then shouldn’t you follow the example Jesus gave us and reach out with God’s love? Instead of pretending God somehow needs your help, accept that none of us is perfect, but through God’s love for us, we can be forgiven.  Trump doesn’t think he needs to ask God for forgiveness...  https://t.co/yzwHZG7fau",0
81,Update: He took me to Speedway Christmas and we watched elf and saw all the lights and it was perfect 😩🥺  https://t.co/hmwcCn73qv,0
82,Yes,0
83,@Relenita1 Perfect!,0
84,"@DisneyFGO @gehrig38 I mean, he's nazi lover so Meinspace is perfect for him.",0
85,@BYUfootball @T_Hill4 You wanted to play any team but when Washington hit y’all up you say you’re waiting for your ranking🤣 y’all just want an easy schedule and you’re scared UW will ruin your perfect COVID season🤣🤣🤣🤣🤣,0
86,@PerfectBar is giving one lucky winner a 1 YEAR'S SUPPLY of Perfect Snacks + a Mini Fridge! #giveaway #perfectbar,0
87,"This would also be the perfect event to tease Rosé’s solo if she’s ready. I mean, they are on schedule for once.😁  BLACKPINK AROUND THE WORLD #BLACKPINK #AroundTheWorld @BLACKPINK  https://t.co/NIjEl59KZa",0
88,"@PacificChef @ali You realize you’re using no evidence to support your “logic” when the tweets in question are perfect evidence of what myself and @ali said, right?  The fact that you think the right is comprised of Nazis says everything I need to know about your level of intelligence.",0
89,"Lauren's beauty is breathtaking! Even if I spend my whole life saying how perfect @LaurenJauregui is, it wouldn't be enough to show neither one percent of her beauty inside and out. Protect and love this angel at all costs always! #MyCityUnlocked by @Hyundai  https://t.co/eGNovZTLBU",0
90,@NYGDaily @NFL_Memes Eagles could make playoffs at 5-10-1 if everything is perfect.,0
91,if no one will say it then i will  drag me down mv = best one direction mv  perfect little things and gotta be you mv = worst one direction mv’s,0
92,"@michaelthesad Hopefully that will be enough. It’s not perfect, but reducing the chance is all you can really do in your situation. Remember that almost all transmission is through the air, so be extra vigilant with that.",0
93,"Pat Fitzgerald is such an awesome coach for Northwestern, he should never leave and they should never let him go. Perfect marriage.",0
94,The perfect gadget for peeling apples for your pie. For more of your kitchen needs visit  https://t.co/P2yRNRsvrA  #potsnpans  #toasters  #blenders #Knivesets,0
95,i started watching as soon as mustins and shawns presentation was over.. my timing is perfect,0
96,@tylerpager @jeneps @SalehaMohsin Susan Rice was perfect but ok cool I guess,0
97,@euribiaxse PERFECT 👌,0
98,"@jensbaranski you mean the woman with the ""gloriously symmetrical"" face and near perfect nose? heck yeah  https://t.co/iT1J3YfE78",0
99,@sprincas They wanted Biden and ultimately wanted Harris as VP because they are the best liars to follow the narrative.  Neither of them care about truth or reality.  They were perfect and it has worked,0
0,I am not even gonna lie to guys I am feeling crappy tonight well I do every night lol but #feelingdown #kms,1
1, https://t.co/TaLC6OVLfi  #Motivational #PracticalSolutions #FeelingDown #Depressed #Constructive,1
2,✍  Thanks Cherry Laithang for image  #darknessandlight #thelight #feelingdown #author #authors #write #writer #writersofinstagram #booklove #reader #thrillerbook #booklovers #bookaddict #bookshelf #bookstagram #poetry #instabook #writinglife #words  #writerscommunity  https://t.co/veXrchW1z3,1
3,"We have just received news of @KingDucan´s murder. I am in a state of grieving like most of you, but the guards suspected of the murder have been ...dealt with after we found the murder weapons on them. #sad #Feelingdown #needahug #KingDuncan #depressedvibes #whowillbekingnow???  https://t.co/2wOgFLib3v",1
4,Just a I was financially recovering from the last shutdown now I’ll have to go through it again and honestly I don’t know if I can make it this time.. #feelingdown #pandemic #denver #closedfordinein,1
5,"ako lang ba, pero sa mga panahon nga #feelingdown kayko kay murag super funny gyud kaayo ang mga memes.",1
6,"Have you ever thought you don't fit anywhere? How do you know you're in the right path? I think nobody does, do we? 😓 Although maybe it's just part of the process... #feelingdown?",1
7,Not getting out my bed today gonna have a #avengersmarathon #feelingdown,1
8,my son doesn’t love me #feelingdown #sad,1
9,JUST LOST MY YUMEKO HAIRCUT #FEELINGSAD #FEELINGDOWN #IMNOTOK #IHATEMYLIFE  https://t.co/PFsBOZxRsp,1
10,Why do people not see the good in you? #feels #feelingdown #imagoodperson,1
11,So people tried deleting me off Facebook and now Instagram why can’t people open god damn eyes for can’t communicate sometimes their only way is social media! + I’m not just saying this I wouldn’t do anything to anyone £!! #feelingdown !,1
12,Lisa sumbongera balik ka na sa converge baka sakaling mag ka net na pag bumalik ka  #feelingsad #feelingtired #feelingdown,1
13,"Sometimes you just have to sit on a rock in the middle of a river and appreciate the serenity 🖤  . . #peaceful #feelingdown #waterchild #serenity #riverthoughts @ Cedar City, Utah  https://t.co/POvxJrNRRT",1
14,I really need a pick me up today.... #CatsOfTwitter got any purrs you can spare?  #BlueMonday #feelingdown #whataclusterfuck,1
15,you think god would be done after making my man lose his mind but guess not #feelingdown @mhsmrw  https://t.co/2tNmfXY98N,1
16,#feelings #FeelingGood #feelingdown #TouchYourHeart #InspirationalQuotes #inspirational #words #WordsToLiveBy #WordOfTheDay #memories #quotes #quoteoftheday #quotesaboutlife #life #feelings #feelspecial  https://t.co/P5nkrx8utj,1
17,I don’t know what I would’ve done without my friend🙁 #Feelingdown,1
18,Just lost 2 followers #feelingdown,1
19,How can I stop remembering all the good memories and how it's my fault when l was with my ex friend  #ugh #feelingdown,1
20,Done kakarating lng..walang ganang kumain ng breakfast.😔😔 #feelingdown,1
21,In so much pain. Just from trying to shower.  Idk what I'm gonna do 😓#worstluckever #feelingdown #brokewidowedmom  https://t.co/CAeEpqywCY,1
22,I don't know tonight I'm feeling a bit emotional trying so hard to hold back the tears just thinking bout everything that is happened in my life and thinking when am I going o catch a break 😭 #feelingdown #feelingemtional,1
23,"RT with corrected link! Welcome Ocean Tides Counselling! ""Struggling? Relationships, work situation, significant loss, chronic illness? #feelingdown or #worrying? Reach out. I can help.” Donna McLean MSW, RSW. #AccessLocal Provider thx to @HfxPartnership!  https://t.co/tw8ZWYbpBg",1
24,Feeling like ugh this morning! Just pray I make it at work. #feelingdown 😒🙏🏾,1
25,Gib pls.  #gib #validate #validation #likeme #feelingdown  https://t.co/3EKXaAuQo9,1
26,"If you're #feelingdown , this helps immediately- assured:  https://t.co/Fyi1j6CBF0",1
27,Plan for today’s hibernation. @BTCC qualifying. #johnnydepp film @StevieJRaw live charity stream @mcflymusic #allaboutyou  maybe another #johnnydepp film #mentalhealth #feelingdown,1
28,I love one (1) tragic cinnamon roll. @DrUnfuckable  #JustfinishedWatchingSkinsx0203 #feelingdown  https://t.co/wso2BtXqwA,1
29,bye Guys tulog N Ak0 ng maaga kaC wLa aQ magawa At kasi DML aKouh 😒😪😪💔  #feelingsad #feelingdown #flznomoreDML #gudnyt,1
30,I never thought I had to do this...  I have to cancel @CyberpunkGame ...  I have to cut down costs even more 😔  My guilt of buying Valhalla is there again. Please just let us get a break in the next couple of days 😔  #worried #feelingdown  https://t.co/z0EJnvh0rH,1
31,"Welcome Ocean Tides Counselling! ""Struggling? Relationships, work situation, significant loss, chronic illness? #feelingdown or #worrying? Reach out. I can help.” Donna McLean MSW, RSW. #AccessLocal Provider thx to @HfxPartnership!  #counselling #therapy   https://t.co/OAxKaNrspD",1
32, https://t.co/rqhv8F1dLe #mentalhealth #depression #feelingdown #discouraged #encouragement #faith,1
33,Am I a terrible person for wanting my house back? I’ve had somebody living w/ me practically since February &amp; we’re in November. I just want my #ChristmasTree. #FeelingDown #NobodyIsMovingOrStayingHereAgain,1
34,It’s ok not to feel ok and today I’m not! #LongTermCovid and the fight with school have taken today their toll but Show Must Go on as they.... #feelingdown,1
35,"Fucking hate nights like these. Memories pop up, feelings that you’d wish would either be erased or just stay buried forever. But no...she had to come back into my mind. #exgf #sadmemory #feelingdown #wishicouldforget  https://t.co/A5AynIKCfu",1
36,Let’s hope that it comes easy tonight but not holding my breath #Mentalhealth #insomnia #sleepneeded #feelinglost #feelingdown #goodnight  https://t.co/mW3UfFnyCK,1
37,im feeling down. 😞 #FeelingDown,1
38,I guess I’m stuck then... #feelingdown #longnightahead,1
39,Sometimes saturdays feel like sundays. #feelingdown,1
40,what is going on with my twitter at the moment. #problems #fedup #feelingdown,1
41,feliz #6Nov  un poco down hoy pero pa lante. Un abrazo virtual fente de twitterland #feelingdown  https://t.co/O4rmzWSUi8,1
42,@JaneFallon #FeelingDown today but this little beaut is sitting on my lap whilst I work. #HappyFriday!  https://t.co/fj38vPOZoy,1
43,"This pandemic has caused grief to so many.  To those in grief, time is a great healer.   Have courage, keep the faith, have hope and God bless you. 🙏🏻❤️ Better times are up ahead.   #ctto  #grief #loss #sadness #heavyheart  #feelingdown #pandemicanxiety  https://t.co/9705Mu2A3I",1
44,"What can you do if you having a blue day? 💙  💬Talk to someone close to you.  🏥Don't be afraid to seek professional help.  ✨Do fun and joyfull activities.  🎠Check our last post to get inspired.  And remember, you are not alone! 💗 #selfhelp #depression #blueday #feelingdown  https://t.co/F1QvOm4Sp1",1
45,Check out this blog post for thoughts on the cloud that #depression and low mood can be: ‘Beating The Blues’  https://t.co/7morWq6xMD Enter your email address for a weekly blog email every weekend #lowmood #feelingdown  https://t.co/0Bsj5Lz4Kc,1
46,We all can experience blue days… What do you do to feel a little better? 💙  #selfhelp #depression #blueday #bluedays #feelingdown #question  https://t.co/HYsbG1zRJ1,1
47,#feelingdown #missnakita #TiteNaSumabog𓂺,1
48,"Went to the hairdresser this morning, which usually makes me feel a teeny bit better about myself. Not today though. I feel ugly, fat and horrible and having nice highlights just isn’t helping. #everythingiscrap #feelingdown",1
49,#feelingdown,1
50,"@LisaMarieBoothe Lisa, it really seems like they have finally succeeded.  WI surprise thumb drive is super weird. #feelingdown",1
51,Practical tips on how to get over negative events and overcome sadness - quickly. #happiness #sadness #feelingdown @happychecklist  https://t.co/Xq9T2Wwsad,1
52,"It can seem like the end of the world. Maybe it is – the end of your OLD world. As you move forward, could you benefit from entering more fully into the way things are in your NEW normal? If you’re #feelingdown click for tips on beating #depression:  https://t.co/6Z6lsqwsph  https://t.co/wVUNZEXzLT",1
53,#FeelingDown #TwistToday #經典語錄 #名人語錄 #InspiringQuote  https://t.co/D9JlSVDx4C,1
54,"Fight went down dad beefing with Capulet, feeling a little down because Rosaline rejected me, hanging with Benvolio rn, he helping out #benvolioarealG #capuletweak #Iloverosaline #why #feelingdown",1
55,🤧😷🤒🤧😷🤒 #feelingdown,1
56,#feelingdown,1
57,"Getting chocolate  in the middle of the night, is a treat my friend. Just trying to eat the problems away #Chocolate #trouble #stressing #friends #beamazing #positive #feelingdown #yummy #treat",1
58,"Anxiety has stopped me from going outside for nearly 2 years, I've been on a mission to self destruction as Anxiety has caused me to lose all of my friends in real life, ex partner. I am ashamed of myself for writing this, I feel stupid, helpless and alone. #feelingdown #anxiety",1
59,"If y'all are feeling down today, let's feel like it together.   #feelingdown #Down   https://t.co/arD3oqztat",1
60,@mafuyumaruu #broken #feelingdown,1
61,I need a hype girl 🥺 #hypemeup #roughtime #feelingdown,1
62,Guys. We need to talk.  #feelingdown #roughyear #frustrated #newmusic #earthtodora #eelstheband  https://t.co/vKRrRVxkkH,1
63,Guys. We need to talk.  #feelingdown #roughyear #frustrated #newmusic #earthtodora #eelstheband  https://t.co/7TYfmE2maY,1
